c Emme Modeller - Matrix Transaction
c Date: 2015-02-27 15:45:21
c Project:        TL_RTM_Release_2015_01.00 [2011 Base Case]                  
t matrices
a matrix=mo161   p1-10   0.0 ProducWkLA0                             
   gy08    all   21.0091
   gy09    all  143.8831
   gy10    all  12.43577
   gy11    all  19.77049
   gy12    all  28.23689
   gy13    all  8.717895
   gy14    all  28.62774
a matrix=mo503   p2410   0.0 Produc UvH4+LA0                         
   gy01    all  29.89044
   gy02    all  78.03268
   gy03    all  378.1892
   gy04    all  1976.938
   gy05    all  515.1046
   gy06    all  146.2512
   gy07    all  150.8317
   gy08    all  28.23026
   gy09    all  327.1685
   gy10    all  24.48851
   gy11    all  39.62798
   gy12    all  46.54249
   gy13    all  16.32417
   gy14    all  91.71684
a matrix=mo504   p2120   0.0 Produc UvH1MA0                          
   gy01    all  .6208393
   gy02    all  18.95737
   gy03    all  84.52762
   gy04    all  234.1153
   gy05    all  57.47861
   gy06    all  9.938593
   gy07    all  9.097825
   gy08    all  2.607473
   gy09    all  17.80685
   gy10    all  3.988376
   gy11    all  2.918762
   gy12    all  6.325372
   gy13    all  1.526818
   gy14    all  1.914449
a matrix=mo505   p2220   0.0 Produc UvH2MA0                          
   gy01    all  9.626407
   gy02    all  93.34608
   gy03    all  267.9439
   gy04    all  697.3682
   gy05    all  266.2855
   gy06    all  78.36954
   gy07    all  56.52815
   gy08    all  18.24994
   gy09    all  138.0049
   gy10    all  8.771415
   gy11    all  9.036635
   gy12    all  51.89527
   gy13    all  4.814536
   gy14    all  34.64091
a matrix=mo506   p2320   0.0 Produc UvH3MA0                          
   gy01    all  3.777169
   gy02    all  25.75364
   gy03    all  124.0577
   gy04    all  289.0489
   gy05    all   159.318
   gy06    all   37.2412
   gy07    all  25.35466
   gy08    all  5.924968
   gy09    all  58.91332
   gy10    all  9.718174
   gy11    all  12.72042
   gy12    all  19.31853
   gy13    all  5.382243
   gy14    all  16.24985
a matrix=mo507   p2420   0.0 Produc UvH4+MA0                         
   gy01    all  7.652966
   gy02    all  38.86884
   gy03    all  110.5873
   gy04    all  657.8161
   gy05    all  182.8219
   gy06    all  61.71281
   gy07    all  40.42851
   gy08    all  13.84919
   gy09    all  151.6205
   gy10    all  19.08974
   gy11    all  19.46567
   gy12    all  48.82931
   gy13    all  9.313685
   gy14    all   55.0835
a matrix=mo508   p2130   0.0 Produc UvH1HA0                          
   gy01    all  .2673916
   gy02    all  1.095426
   gy03    all  13.95908
   gy04    all  41.07517
   gy05    all  3.079467
   gy06    all  .4414252
   gy07    all  .3543303
   gy08    all  .1320010
   gy09    all  .6880457
   gy10    all  1.102468
   gy11    all  .6090820
   gy12    all  .3442459
   gy13    all  .2396863
   gy14    all  .2619708
a matrix=mo509   p2230   0.0 Produc UvH2HA0                          
   gy01    all  6.260005
   gy02    all  17.92929
   gy03    all  63.70431
   gy04    all  114.2781
   gy05    all  38.11003
   gy06    all  9.350455
   gy07    all  7.021661
   gy08    all  2.923369
   gy09    all  16.13037
   gy10    all  3.841362
   gy11    all  3.319043
   gy12    all  6.790575
   gy13    all  1.706546
   gy14    all  7.893165
a matrix=mo510   p2330   0.0 Produc UvH3HA0                          
   gy01    all  4.704648
   gy02    all  7.705078
   gy03    all  17.05651
   gy04    all  90.59789
   gy05    all  15.06387
   gy06    all  4.003172
   gy07    all  3.131282
   gy08    all  .9020710
   gy09    all  6.384357
   gy10    all  3.465796
   gy11    all   3.56308
   gy12    all  3.151541
   gy13    all  1.961081
   gy14    all  4.586821
a matrix=mo511   p2430   0.0 Produc UvH4+HA0                         
   gy01    all   14.2379
   gy02    all  21.59299
   gy03    all  35.60556
   gy04    all   258.542
   gy05    all  51.02381
   gy06    all  18.26171
   gy07    all  11.20708
   gy08    all  4.470051
   gy09    all  33.24671
   gy10    all  9.182984
   gy11    all  9.618099
   gy12    all  10.93817
   gy13    all  5.094285
   gy14    all  14.67904
a matrix=mo512   p2111   0.0 Produc UvH1LA1                          
   gy01    all  4.729649
   gy02    all   284.426
   gy03    all  391.9203
   gy04    all  1786.853
   gy05    all  784.2071
   gy06    all  350.6988
   gy07    all  274.8897
   gy08    all  80.98904
   gy09    all  653.8833
   gy10    all  21.53778
   gy11    all  26.60935
   gy12    all  218.1416
   gy13    all  15.75349
   gy14    all  19.99989
a matrix=mo513   p2211   0.0 Produc UvH2LA1                          
   gy01    all  78.87202
   gy02    all  673.4328
   gy03    all  558.8435
   gy04    all  4285.952
   gy05    all   2369.42
   gy06    all    1131.2
   gy07    all  989.6721
   gy08    all  278.1811
   gy09    all  2021.143
   gy10    all  50.85773
   gy11    all  80.44729
   gy12    all  660.7344
   gy13    all  43.82111
   gy14    all  351.3791
a matrix=mo514   p2311   0.0 Produc UvH3LA1                          
   gy01    all  77.50492
   gy02    all  434.9554
   gy03    all  389.3317
   gy04    all  3308.136
   gy05    all  1874.052
   gy06    all  899.3482
   gy07    all  979.4807
   gy08    all  168.0314
   gy09    all  1063.541
   gy10    all  84.56619
   gy11    all  171.9132
   gy12    all  243.1978
   gy13    all  69.63759
   gy14    all  215.5973
a matrix=mo515   p2411   0.0 Produc UvH4+LA1                         
   gy01    all  249.0274
   gy02    all  458.2531
   gy03    all  388.8711
   gy04    all  5151.841
   gy05    all  2033.645
   gy06    all  1099.164
   gy07    all  1043.885
   gy08    all  223.3886
   gy09    all  2372.808
   gy10    all  184.3843
   gy11    all  329.3635
   gy12    all  408.6061
   gy13    all  127.4159
   gy14    all  711.1462
a matrix=mo516   p2121   0.0 Produc UvH1MA1                          
   gy01    all  4.152836
   gy02    all  67.73415
   gy03    all  114.1721
   gy04    all  534.8295
   gy05    all  177.4753
   gy06    all  71.74472
   gy07    all  57.68265
   gy08    all  19.15733
   gy09    all  127.7074
   gy10    all  25.60843
   gy11    all  23.90439
   gy12    all  48.18719
   gy13    all  11.95091
   gy14    all  13.82506
a matrix=mo517   p2221   0.0 Produc UvH2MA1                          
   gy01    all  67.96305
   gy02    all  417.0636
   gy03    all  362.9032
   gy04    all  1688.924
   gy05    all  903.2645
   gy06    all  590.1938
   gy07    all  376.2248
   gy08    all  138.6972
   gy09    all  1044.587
   gy10    all  59.98877
   gy11    all  77.70463
   gy12    all  428.4319
   gy13    all  40.52844
   gy14    all  264.4288
a matrix=mo518   p2321   0.0 Produc UvH3MA1                          
   gy01    all  68.34503
   gy02    all  276.0436
   gy03    all  380.2126
   gy04    all  1633.022
   gy05    all  1162.447
   gy06    all   621.322
   gy07    all  372.9496
   gy08    all  99.15191
   gy09    all  931.9287
   gy10    all   154.648
   gy11    all  242.8187
   gy12    all  347.0243
   gy13    all  91.01623
   gy14    all  273.7603
a matrix=mo519   p2421   0.0 Produc UvH4+MA1                         
   gy01    all  118.9257
   gy02    all   391.051
   gy03    all  323.4199
   gy04    all  3323.887
   gy05    all  1438.702
   gy06    all  986.7948
   gy07    all    552.48
   gy08    all  212.9146
   gy09    all  2176.283
   gy10    all  301.7834
   gy11    all  348.4625
   gy12    all  826.0025
   gy13    all  159.3686
   gy14    all  860.7036
a matrix=mo520   p2131   0.0 Produc UvH1HA1                          
   gy01    all  4.058739
   gy02    all   8.36441
   gy03    all  40.48459
   gy04    all  203.9251
   gy05    all  21.22395
   gy06    all  7.235001
   gy07    all  4.983083
   gy08    all  2.130527
   gy09    all  11.33018
   gy10    all  16.00106
   gy11    all  11.57921
   gy12    all  5.831635
   gy13    all  4.410438
   gy14    all  4.354222
a matrix=mo521   p2231   0.0 Produc UvH2HA1                          
   gy01    all   99.3466
   gy02    all  164.9857
   gy03    all  182.5388
   gy04    all  592.4742
   gy05    all  267.9021
   gy06    all  154.2126
   gy07    all  100.2923
   gy08    all  47.99131
   gy09    all  265.3291
   gy10    all  57.24773
   gy11    all  63.12195
   gy12    all  121.7684
   gy13    all  31.93893
   gy14    all  130.6606
a matrix=mo522   p2331   0.0 Produc UvH3HA1                          
   gy01    all  148.6279
   gy02    all  142.7223
   gy03    all  108.3589
   gy04    all  1014.379
   gy05    all  213.0624
   gy06    all  123.9839
   gy07    all    89.222
   gy08    all  30.05778
   gy09    all  196.6728
   gy10    all  109.5606
   gy11    all  127.5592
   gy12    all  101.3229
   gy13    all  60.15684
   gy14    all  137.7843
a matrix=mo523   p2431   0.0 Produc UvH4+HA1                         
   gy01    all  523.7318
   gy02    all   485.198
   gy03    all  223.9356
   gy04    all  2860.054
   gy05    all  769.0487
   gy06    all  572.2751
   gy07    all  300.7234
   gy08    all  137.7172
   gy09    all  990.2471
   gy10    all  302.1627
   gy11    all  337.7005
   gy12    all  372.4366
   gy13    all  170.3178
   gy14    all  447.0703
a matrix=mo524   p2112   0.0 Produc UvH1LA2                          
   gy01    all  .6301087
   gy02    all  39.06425
   gy03    all  12.84047
   gy04    all  209.0718
   gy05    all  107.9022
   gy06    all   38.2702
   gy07    all  63.14824
   gy08    all  21.63654
   gy09    all  159.3508
   gy10    all  4.531486
   gy11    all  2.923508
   gy12    all  20.68767
   gy13    all  3.554007
   gy14    all  6.494175
a matrix=mo525   p2212   0.0 Produc UvH2LA2                          
   gy01    all   12.9882
   gy02    all  47.30237
   gy03    all  7.462957
   gy04    all  740.6037
   gy05    all  167.7233
   gy06    all  56.43055
   gy07    all  113.4779
   gy08    all  31.23294
   gy09    all  215.5095
   gy10    all  12.21099
   gy11    all  10.29055
   gy12    all   27.0442
   gy13    all  11.18498
   gy14    all  146.5534
a matrix=mo526   p2312   0.0 Produc UvH3LA2                          
   gy01    all  33.27678
   gy02    all  185.9585
   gy03    all   30.6077
   gy04    all  1455.571
   gy05    all   793.271
   gy06    all  277.8892
   gy07    all  711.7253
   gy08    all  119.2606
   gy09    all  771.7501
   gy10    all  48.52541
   gy11    all  55.38606
   gy12    all   58.7036
   gy13    all  44.42546
   gy14    all  247.5913
a matrix=mo527   p2412   0.0 Produc UvH4+LA2                         
   gy01    all  109.0877
   gy02    all  433.7466
   gy03    all  43.25191
   gy04    all   2463.52
   gy05    all  2081.345
   gy06    all  753.4585
   gy07    all  1637.089
   gy08    all  305.0668
   gy09    all  3549.572
   gy10    all  128.0267
   gy11    all  109.7774
   gy12    all  217.9496
   gy13    all  88.08991
   gy14    all  934.6944
a matrix=mo528   p2122   0.0 Produc UvH1MA2                          
   gy01    all  .8651531
   gy02    all   13.8936
   gy03    all  5.480451
   gy04    all  98.52063
   gy05    all  36.31135
   gy06    all  12.57192
   gy07    all  20.74182
   gy08    all  8.329828
   gy09    all  49.11102
   gy10    all  8.549194
   gy11    all  4.250147
   gy12    all  7.474746
   gy13    all  4.342645
   gy14    all  7.175787
a matrix=mo529   p2222   0.0 Produc UvH2MA2                          
   gy01    all   18.2774
   gy02    all  63.54272
   gy03    all  14.21643
   gy04    all  341.5125
   gy05    all  158.6462
   gy06    all  69.68315
   gy07    all  102.1732
   gy08    all   38.6179
   gy09    all   273.974
   gy10    all  29.23503
   gy11    all  17.37126
   gy12    all  41.33864
   gy13    all  17.72025
   gy14    all  208.0673
a matrix=mo530   p2322   0.0 Produc UvH3MA2                          
   gy01    all  48.46161
   gy02    all  273.0352
   gy03    all    70.116
   gy04    all  1217.383
   gy05    all  1247.634
   gy06    all  514.7937
   gy07    all   698.122
   gy08    all  189.8718
   gy09    all  1657.779
   gy10    all  212.2794
   gy11    all  140.3006
   gy12    all  215.9233
   gy13    all  106.0863
   gy14    all  585.6982
a matrix=mo531   p2422   0.0 Produc UvH4+MA2                         
   gy01    all  102.5422
   gy02    all  707.7322
   gy03    all  81.32006
   gy04    all  3386.515
   gy05    all  2611.495
   gy06    all  1217.591
   gy07    all  1803.052
   gy08    all  635.5376
   gy09    all  5828.364
   gy10    all  491.6928
   gy11    all  211.4094
   gy12    all   761.769
   gy13    all   192.318
   gy14    all  2094.654
a matrix=mo532   p2132   0.0 Produc UvH1HA2                          
   gy01    all   1.43595
   gy02    all  2.713126
   gy03    all  5.168012
   gy04    all  59.01816
   gy05    all  6.844084
   gy06    all  2.049336
   gy07    all  2.835969
   gy08    all  1.553928
   gy09    all  7.139356
   gy10    all  9.048863
   gy11    all  3.409314
   gy12    all  1.480606
   gy13    all  2.728874
   gy14    all  3.764818
a matrix=mo533   p2232   0.0 Produc UvH2HA2                          
   gy01    all  47.94409
   gy02    all  36.36185
   gy03    all  24.49557
   gy04    all  163.9665
   gy05    all   68.0136
   gy06    all  28.24102
   gy07    all  38.55989
   gy08    all  18.92889
   gy09    all  100.7444
   gy10    all  48.22069
   gy11    all  24.59785
   gy12    all  16.37982
   gy13    all  24.10549
   gy14    all  184.3097
a matrix=mo534   p2332   0.0 Produc UvH3HA2                          
   gy01    all  184.8016
   gy02    all  549.4402
   gy03    all  146.1013
   gy04    all  1446.502
   gy05    all  903.7311
   gy06    all  395.2141
   gy07    all  595.4094
   gy08    all  206.9212
   gy09    all  1332.464
   gy10    all  250.3778
   gy11    all  122.0323
   gy12    all  236.7057
   gy13    all   114.472
   gy14    all  549.4958
a matrix=mo535   p2432   0.0 Produc UvH4+HA2                         
   gy01    all  639.2674
   gy02    all  1787.211
   gy03    all  206.7433
   gy04    all   4326.15
   gy05    all  3246.224
   gy06    all  1589.672
   gy07    all  2035.327
   gy08    all  876.3471
   gy09    all  6055.174
   gy10    all  781.1357
   gy11    all  321.8385
   gy12    all  779.8434
   gy13    all  321.9806
   gy14    all  1817.973
a matrix=mo536   p2113   0.0 Produc UvH1LA3+                         
   gy01    all  .0665899
   gy02    all  5.725402
   gy03    all  .3943074
   gy04    all  15.50184
   gy05    all  7.759155
   gy06    all  9.468926
   gy07    all  5.532531
   gy08    all  2.207662
   gy09    all  16.38784
   gy10    all  .4496653
   gy11    all  1.226693
   gy12    all  5.135824
   gy13    all  .4407402
   gy14    all  .8728654
a matrix=mo537   p2213   0.0 Produc UvH2LA3+                         
   gy01    all  1.443376
   gy02    all  7.786503
   gy03    all  .2350861
   gy04    all  58.81045
   gy05    all   12.7029
   gy06    all  14.68256
   gy07    all  11.08052
   gy08    all  3.579197
   gy09    all  23.40027
   gy10    all  1.295384
   gy11    all  4.609479
   gy12    all   7.21138
   gy13    all  1.456697
   gy14    all  21.67336
a matrix=mo538   p2313   0.0 Produc UvH3LA3+                         
   gy01    all  9.853322
   gy02    all  76.73325
   gy03    all  2.396744
   gy04    all  308.0047
   gy05    all  167.1391
   gy06    all   186.327
   gy07    all  175.4018
   gy08    all   31.4941
   gy09    all   239.773
   gy10    all  11.14442
   gy11    all  59.73797
   gy12    all  37.63368
   gy13    all  14.43108
   gy14    all   109.197
a matrix=mo539   p2413   0.0 Produc UvH4+LA3+                        
   gy01    all  29.96897
   gy02    all  209.6416
   gy03    all  3.501262
   gy04    all  667.6521
   gy05    all  495.3722
   gy06    all  629.3677
   gy07    all  539.3166
   gy08    all  98.72464
