c Emme Modeller - Matrix Transaction
c Date: 2016-01-24 12:16:36
c Project:        TL_RTM_Release_2015_01.00 [2011 Base Case]                  
t matrices
a matrix=mo54   s-0--   0.0 Segment W0                              
   gu24    all  65.16866
   gu25    all  3.404817
a matrix=mo227   s4132   0.0 Segment H4+W1HA2                        
   gu01    all  489.7557
   gu02    all  558.4318
   gu05    all  465.3721
   gu06    all  452.9772
   gu07    all  731.5412
   gu08    all  245.5203
   gu09    all  1218.086
   gu10    all  368.6537
   gu11    all  183.3751
   gu12    all  204.2199
   gu13    all  96.83025
   gu14    all  346.9833
   gu16    all  65.14028
   gu21    all  80.37684
   gu22    all  1.085031
   gu23    all    140.03
   gu24    all  791.4656
   gu25    all  573.8059
a matrix=mo228   s4232   0.0 Segment H4+W2HA2                        
   gu01    all  866.9772
   gu02    all  2278.535
   gu05    all  3138.954
   gu06    all   2379.57
   gu07    all  2333.574
   gu08    all  810.6402
   gu09    all   7126.01
   gu10    all  2263.938
   gu11    all  683.9564
   gu12    all  1128.388
   gu13    all  713.4046
   gu14    all  2635.326
   gu16    all  747.2994
   gu21    all   308.223
   gu22    all  38.63454
   gu23    all  430.3524
   gu24    all  2225.513
   gu25    all  3848.933
a matrix=mo229   s4332   0.0 Segment H4+W3+HA2                       
   gu01    all  202.5558
   gu02    all  736.4849
   gu05    all  971.2377
   gu06    all  950.3604
   gu07    all  1491.404
   gu08    all   438.617
   gu09    all   3430.81
   gu10    all   340.555
   gu11    all  300.9791
   gu12    all  558.5051
   gu13    all  401.3631
   gu14    all   1223.45
   gu16    all  197.4245
   gu21    all  39.15649
   gu22    all  21.68382
   gu23    all  111.0556
   gu24    all  516.8753
   gu25    all  1588.747
a matrix=mo230   s1013   0.0 Segment H1W0LA3+                        
   gu01    all  11.59661
   gu02    all  29.25767
   gu05    all  20.55157
   gu06    all  53.30492
   gu07    all   31.4787
   gu08    all  14.42368
   gu09    all  73.17518
   gu10    all  26.04932
   gu11    all  62.07655
   gu12    all  41.02492
   gu13    all  30.09794
   gu14    all  170.1328
   gu16    all  5.903784
   gu21    all  .6640877
   gu22    all  2.130777
   gu23    all  2.401235
   gu24    all  11.10438
   gu25    all  22.77346
a matrix=mo231   s1113   0.0 Segment H1W1LA3+                        
   gu01    all  10.83274
   gu02    all  37.57826
   gu05    all  39.00442
   gu06    all  77.72586
   gu07    all  40.88773
   gu08    all   7.58828
   gu09    all   112.674
   gu10    all  16.83387
   gu11    all  47.60225
   gu12    all  31.66939
   gu13    all   10.7484
   gu14    all  104.6342
   gu16    all  12.40353
   gu21    all  2.457519
   gu22    all  5.452007
   gu23    all  5.479797
   gu24    all  26.82756
   gu25    all  54.44982
a matrix=mo232   s2013   0.0 Segment H2W0LA3+                        
   gu01    all  13.43549
   gu02    all  18.49791
   gu05    all  26.79001
   gu06    all  55.66025
   gu07    all  34.55244
   gu08    all  12.04021
   gu09    all  70.50716
   gu10    all  23.73212
   gu11    all  50.18632
   gu12    all  38.40203
   gu13    all  20.90833
   gu14    all  141.7235
   gu16    all  3.246266
   gu21    all  .2440193
   gu22    all  .4506371
   gu23    all  .7693746
   gu24    all  7.637076
   gu25    all  15.50123
a matrix=mo233   s2113   0.0 Segment H2W1LA3+                        
   gu01    all  9.186846
   gu02    all  40.92963
   gu05    all  42.22375
   gu06    all  83.03952
   gu07    all  65.79876
   gu08    all  16.57782
   gu09    all  131.5454
   gu10    all  20.38552
   gu11    all  61.29228
   gu12    all  45.82071
   gu13    all  16.77372
   gu14    all  135.9806
   gu16    all  9.354601
   gu21    all   1.13707
   gu22    all  1.798485
   gu23    all  3.626879
   gu24    all  24.16543
   gu25    all  41.49667
a matrix=mo234   s2213   0.0 Segment H2W2LA3+                        
   gu01    all  6.547839
   gu02    all  36.01365
   gu05    all  41.92544
   gu06    all  74.63599
   gu07    all  51.83064
   gu08    all  8.853478
   gu09    all  76.59112
   gu10    all  3.703033
   gu11    all  48.05731
   gu12    all  22.95339
   gu13    all  14.57673
   gu14    all   131.646
   gu16    all  10.30756
   gu21    all  .7757302
   gu22    all  4.282134
   gu23    all  1.996713
   gu24    all  13.75283
   gu25    all  51.54341
a matrix=mo235   s3013   0.0 Segment H3W0LA3+                        
   gu01    all  5.126556
   gu02    all  14.65018
   gu05    all  25.01645
   gu06    all  41.65791
   gu07    all  40.35239
   gu08    all  6.628921
   gu09    all  27.19636
   gu10    all  21.31587
   gu11    all  27.57996
   gu12    all  10.22579
   gu13    all  12.82135
   gu14    all  31.94082
   gu16    all  3.584105
   gu21    all  .1698788
   gu22    all  .2481477
   gu23    all  1.306108
   gu24    all  10.96239
   gu25    all  16.05005
a matrix=mo236   s3113   0.0 Segment H3W1LA3+                        
   gu01    all  15.51159
   gu02    all  52.57747
   gu05    all  81.79496
   gu06    all  168.7892
   gu07    all  142.4713
   gu08    all  25.43439
   gu09    all  140.0454
   gu10    all  23.24164
   gu11    all   107.523
   gu12    all  58.15464
   gu13    all  17.83138
   gu14    all  128.0374
   gu16    all  15.49273
   gu21    all  1.777058
   gu22    all  3.139845
   gu23    all  5.109303
   gu24    all  40.75305
   gu25    all  84.46167
a matrix=mo237   s3213   0.0 Segment H3W2LA3+                        
   gu01    all  11.53193
   gu02    all  64.46399
   gu05    all  78.84704
   gu06    all  171.9121
   gu07    all  167.3576
   gu08    all  24.05253
   gu09    all  170.1182
   gu10    all  9.750223
   gu11    all  94.96645
   gu12    all  17.83282
   gu13    all  18.04774
   gu14    all  134.9887
   gu16    all  17.59219
   gu21    all  .7081171
   gu22    all  4.394825
   gu23    all  5.837851
   gu24    all  42.67319
   gu25    all   93.2893
a matrix=mo238   s3313   0.0 Segment H3W3LA3+                        
   gu01    all  12.67959
   gu02    all  40.88443
   gu05    all  83.95864
   gu06    all  114.3946
   gu07    all   91.8368
   gu08    all  4.383162
   gu09    all  186.5205
   gu10    all  1.385306
   gu11    all  49.81781
   gu12    all  16.41331
   gu13    all   21.3829
   gu14    all  169.5448
   gu16    all  16.85279
   gu21    all  .5586972
   gu22    all  4.057158
   gu23    all   2.99541
   gu24    all  21.29583
   gu25    all  100.3667
a matrix=mo239   s4013   0.0 Segment H4+W0LA3+                       
   gu01    all   4.70699
   gu02    all  5.751956
   gu05    all  14.00549
   gu06    all  20.56462
   gu07    all  32.87085
   gu08    all  5.085677
   gu09    all  35.15473
   gu10    all  19.74153
   gu11    all  26.44206
   gu12    all  11.88704
   gu13    all  8.772877
   gu14    all  23.64522
   gu16    all  2.486226
   gu21    all  .2044147
   gu22    all  .5055255
   gu23    all  1.443515
   gu24    all  14.06793
   gu25    all  13.78334
a matrix=mo240   s4113   0.0 Segment H4+W1LA3+                       
   gu01    all  42.62582
   gu02    all  88.81649
   gu05    all   133.087
   gu06    all  252.8062
   gu07    all  220.1932
   gu08    all  49.76492
   gu09    all  388.3568
   gu10    all  71.35699
   gu11    all  173.8615
   gu12    all  94.48249
   gu13    all  25.64695
   gu14    all  255.9768
   gu16    all  16.28495
   gu21    all  1.490873
   gu22    all   3.62643
   gu23    all  6.425024
   gu24    all  59.77666
   gu25    all  116.8025
a matrix=mo241   s4213   0.0 Segment H4+W2LA3+                       
   gu01    all  16.00294
   gu02    all  71.60673
   gu05    all   132.265
   gu06    all  237.3816
   gu07    all   149.165
   gu08    all  18.54233
   gu09    all   362.595
   gu10    all  29.39492
   gu11    all  120.9908
   gu12    all  66.71539
   gu13    all   34.0341
   gu14    all  326.6095
   gu16    all  27.30985
   gu21    all  .6387221
   gu22    all  1.966718
   gu23    all  5.242016
   gu24    all  45.26172
   gu25    all  114.9087
a matrix=mo242   s4313   0.0 Segment H4+W3+LA3+                      
   gu01    all  10.88769
   gu02    all  87.61565
   gu05    all  162.1077
   gu06    all  392.4214
   gu07    all  329.3333
   gu08    all  28.68833
   gu09    all  692.6671
   gu10    all  15.70538
   gu11    all  179.7538
   gu12    all  40.60459
   gu13    all  52.69026
   gu14    all  393.1692
   gu16    all  27.97229
   gu21    all  .4576374
   gu22    all   5.63686
   gu23    all  8.936598
   gu24    all  75.31135
   gu25    all  293.1073
a matrix=mo243   s1023   0.0 Segment H1W0MA3+                        
   gu01    all  14.48755
   gu02    all  44.59342
   gu05    all  23.88138
   gu06    all  52.69814
   gu07    all   32.6254
   gu08    all   18.1327
   gu09    all  89.28826
   gu10    all  39.85623
   gu11    all  60.16506
   gu12    all  42.80332
   gu13    all  27.93628
   gu14    all   135.737
   gu16    all  9.449332
   gu21    all  .6792823
   gu23    all  3.552578
   gu24    all  16.83661
   gu25    all  19.49335
a matrix=mo244   s1123   0.0 Segment H1W1MA3+                        
   gu01    all  16.52954
   gu02    all  73.14257
   gu05    all  70.93981
   gu06    all  176.5777
   gu07    all  96.92438
   gu08    all  28.46771
   gu09    all  203.7018
   gu10    all   45.4589
   gu11    all  106.1791
   gu12    all  93.96321
   gu13    all  22.96297
   gu14    all   193.266
   gu16    all  29.32194
   gu21    all   5.94274
   gu22    all  5.517358
   gu23    all  12.70272
   gu24    all  56.51675
   gu25    all  103.2876
a matrix=mo245   s2023   0.0 Segment H2W0MA3+                        
   gu01    all  19.43061
   gu02    all  33.08174
   gu05    all  14.26936
   gu06    all  57.89587
   gu07    all  30.40332
   gu08    all  13.02418
   gu09    all  71.64591
   gu10    all  30.21166
   gu11    all  51.33843
   gu12    all  43.40452
   gu13    all  20.51568
   gu14    all  120.1156
   gu16    all   3.58882
   gu21    all  .3070431
   gu23    all  2.867437
   gu24    all  13.37716
   gu25    all  9.659851
a matrix=mo246   s2123   0.0 Segment H2W1MA3+                        
   gu01    all  6.289332
   gu02    all   39.0288
   gu05    all  26.11375
   gu06    all  100.4214
   gu07    all  51.09526
   gu08    all  16.29478
   gu09    all  140.0999
   gu10    all  28.62213
   gu11    all  73.00857
   gu12    all  55.39625
   gu13    all  19.16934
   gu14    all  118.6789
   gu16    all  8.149874
   gu21    all  1.293025
   gu22    all  .0209371
   gu23    all  2.143985
   gu24    all  7.683596
   gu25    all   35.0707
a matrix=mo247   s2223   0.0 Segment H2W2MA3+                        
   gu01    all  15.23276
   gu02    all   108.705
   gu05    all  97.19404
   gu06    all  235.0409
   gu07    all  118.1502
   gu08    all  40.04936
   gu09    all  313.4744
   gu10    all  63.25259
   gu11    all  152.8434
   gu12    all  149.5638
   gu13    all  44.62135
   gu14    all  363.6623
   gu16    all  36.15751
   gu21    all  3.961595
   gu22    all  5.959224
   gu23    all  11.56804
   gu24    all  51.14763
   gu25    all   115.118
a matrix=mo248   s3023   0.0 Segment H3W0MA3+                        
   gu01    all  1.072728
   gu02    all  5.518517
   gu05    all  6.016423
   gu06    all  3.455283
   gu07    all   1.18741
   gu08    all  .2195258
   gu09    all  9.832885
   gu10    all  9.151842
   gu11    all  2.225009
   gu12    all  6.758261
   gu13    all  .9904294
   gu14    all  16.32471
   gu16    all  .8931049
   gu21    all  .2996557
   gu22    all  .0394765
   gu23    all  .3053614
   gu24    all  2.305339
   gu25    all  3.475733
a matrix=mo249   s3123   0.0 Segment H3W1MA3+                        
   gu01    all  26.40657
   gu02    all  106.5532
   gu05    all  150.5783
   gu06    all  284.2485
   gu07    all  177.1469
   gu08    all  42.89937
   gu09    all  342.2603
   gu10    all  90.91827
   gu11    all  176.7766
   gu12    all  153.0674
   gu13    all  28.30626
   gu14    all  216.1427
   gu16    all  29.56285
   gu21    all   4.19471
   gu22    all  3.450601
   gu23    all  8.277362
   gu24    all  59.74248
   gu25    all  164.0351
a matrix=mo250   s3223   0.0 Segment H3W2MA3+                        
   gu01    all  23.15013
   gu02    all  174.0496
   gu05    all  239.4628
   gu06    all  688.7538
   gu07    all  288.6898
   gu08    all  70.52084
   gu09    all  632.5363
   gu10    all  136.0686
   gu11    all  382.8554
   gu12    all  248.2274
   gu13    all  71.07876
   gu14    all  475.0942
   gu16    all  55.67226
   gu21    all  5.268213
   gu22    all  5.963249
   gu23    all  11.94118
   gu24    all  78.53259
   gu25    all  217.2528
a matrix=mo251   s3323   0.0 Segment H3W3MA3+                        
   gu01    all  11.98189
   gu02    all  75.55082
   gu05    all  295.5586
   gu06    all  521.9722
   gu07    all  306.9294
   gu08    all  74.36446
   gu09    all  821.3861
   gu10    all  115.5335
   gu11    all  227.7304
   gu12    all  248.3122
   gu13    all   99.5971
   gu14    all  411.8907
   gu16    all  62.51499
   gu21    all  3.797461
   gu22    all  5.217774
   gu23    all  11.60119
   gu24    all  71.16437
   gu25    all  191.1113
a matrix=mo252   s4023   0.0 Segment H4+W0MA3+                       
   gu01    all  .9576444
   gu02    all  2.116487
   gu05    all   3.29578
   gu06    all  1.682868
   gu07    all  .9529739
   gu08    all  .1663416
   gu09    all  12.51827
   gu10    all  8.168235
   gu11    all  2.108219
   gu12    all  7.712165
   gu13    all  .6699064
   gu14    all  11.71618
   gu16    all  .6033591
   gu21    all  .3530217
   gu22    all  .0702567
   gu23    all  .3279591
   gu24    all  2.905007
   gu25    all  2.930327
a matrix=mo253   s4123   0.0 Segment H4+W1MA3+                       
   gu01    all  8.929187
   gu02    all  42.78347
   gu05    all  107.3363
   gu06    all  210.6801
   gu07    all  105.0767
   gu08    all  29.67022
   gu09    all  341.3068
   gu10    all  80.54827
   gu11    all  141.7142
   gu12    all  152.1662
   gu13    all  20.19013
   gu14    all  281.4739
   gu16    all  13.55088
   gu21    all  1.378983
   gu22    all  1.627051
   gu23    all  2.727672
   gu24    all  23.21715
   gu25    all  65.44324
a matrix=mo254   s4223   0.0 Segment H4+W2MA3+                       
   gu01    all  35.40378
   gu02    all  225.1195
   gu05    all  322.9015
   gu06    all   887.766
   gu07    all    429.58
   gu08    all  144.2473
   gu09    all  1150.311
   gu10    all  335.0571
   gu11    all  456.3011
   gu12    all  505.1241
   gu13    all  125.4299
   gu14    all   906.697
   gu16    all  69.12292
   gu21    all  4.462307
   gu22    all  3.190432
   gu23    all  14.90201
   gu24    all  117.2723
   gu25    all  368.3056
a matrix=mo255   s4323   0.0 Segment H4+W3+MA3+                      
   gu01    all  51.77985
   gu02    all  496.5184
   gu05    all  377.2416
   gu06    all   933.785
   gu07    all  736.6546
   gu08    all  188.9726
   gu09    all  2378.222
   gu10    all  212.2811
   gu11    all  429.7116
   gu12    all  689.8464
   gu13    all  128.3886
   gu14    all  1367.429
   gu16    all  68.14745
   gu21    all  3.094882
   gu22    all  8.938934
   gu23    all  28.87886
   gu24    all  213.5104
   gu25    all  742.4218
a matrix=mo256   s1033   0.0 Segment H1W0HA3+                        
   gu01    all  18.90635
   gu02    all  32.05471
   gu05    all  9.684415
   gu06    all  17.26398
   gu07    all  14.98437
   gu08    all  17.73102
   gu09    all  28.39995
   gu10    all   32.1861
   gu11    all  19.13611
   gu12    all  39.94996
   gu13    all  8.360943
   gu14    all  34.36112
   gu16    all   3.49271
   gu21    all  1.631051
   gu22    all  .7421058
   gu23    all  4.296496
   gu24    all  16.39313
